INFO,CREDIT
First Year,0-27 credits
Second Year,28-63 credits
Third Year,64-99 credits
,Pass APSC 176 (or equivalent)
,Pass APSC 169 (or equivalent)
Fourth Year,100+ credits
,Pass APSC 201 (or equivalent)
,Pass APSC 258 (or equivalent)
