INFO,CREDIT
,"Major, Combined Major, or General Science"
Major+Minor in Science,Major+Major (Science)
Honours or Combined Honours,Honours+Minor in Science
Minimum Total Credits,120
120,120
132,132
of which courses 300+,48
48,60
48,60
Minimum Total Science Credits,72
72,72
72,72
of which courses 300+,30
42,54
42,54
Minimum Total Arts Credits,12
12,12
12,12
Maximum Credits that can be double counted,-
6,6
-,6
Maximum credits not in Science or Arts,24
24,24
24,24
