INFO,CREDIT
Course,Exemption
CHEM 121 and 123,CHEM 154
PHYS 101 and 102,"PHYS 157, PHYS 158, PHYS 159"
Course,Exemption
MATH 221 or 223,MATH 152
PHYS 216,PHYS 170
